종목코드,종목명,연도,분기,사용가능일,매출액,영업이익,당기순이익,자산총계,부채총계,자본총계,부채비율,영업이익률,순이익률,ROE,주식수,EPS,BPS
000660,SK하이닉스,2019,1Q,2019-05-15,6772655000000.0,1366490000000.0,1102130000000.0,65131501000000.0,17965494000000.0,47166007000000.0,38.08991929293485,20.176577723211945,16.273234056658726,2.336704058921079,728002365.0,1513.9099170371514,64788.2606809938
000660,SK하이닉스,2019,2Q,2019-08-15,6452201000000.0,637630000000.0,537025000000.0,63032264000000.0,15321477000000.0,47710787000000.0,32.11323468631947,9.882364173093801,8.323128805193763,1.1255840319716377,728002365.0,737.6693068847379,65536.58242580022
000660,SK하이닉스,2019,3Q,2019-11-15,6838766000000.0,472561000000.0,495484000000.0,63671751000000.0,15405525000000.0,48266226000000.0,31.917815575636677,6.91003318434934,7.24522523507896,1.0265646209836252,728002365.0,680.6076790698338,66299.54560655857
000660,SK하이닉스,2019,4Q,2020-04-01,26990733000000.0,2712718000000.0,2016391000000.0,64789494000000.0,16846299000000.0,47943195000000.0,35.13803992412271,10.050553276933975,7.470678917834503,4.205791875155588,728002365.0,2769.7588592311786,65855.82314694815
000660,SK하이닉스,2020,1Q,2020-05-15,7198892000000.0,800301000000.0,649050000000.0,67142787000000.0,18895063000000.0,48247724000000.0,39.162599669986506,11.117002449821445,9.015970791060624,1.3452448036719826,728002365.0,891.5493014916236,66274.13085395677
000660,SK하이닉스,2020,2Q,2020-08-15,8606534000000.0,1946715000000.0,1264260000000.0,69259297000000.0,19856421000000.0,49402876000000.0,40.192844238460935,22.619035723323698,14.689537042437756,2.559081783011985,728002365.0,1736.6152375068177,67860.8729519718
000660,SK하이닉스,2020,3Q,2020-11-15,8128767000000.0,1299696000000.0,1077862000000.0,69267173000000.0,18768114000000.0,50499059000000.0,37.165274703435564,15.988845540781277,13.259846173472559,2.134419970083007,728002365.0,1480.5748604951305,69366.61393950279
000660,SK하이닉스,2020,4Q,2021-04-01,31900418000000.0,5012624000000.0,4758914000000.0,71173853000000.0,19264756000000.0,51909097000000.0,37.11248531254551,15.713348959878834,14.918030227691686,9.16778421323723,728002365.0,6536.948544116337,71303.47303198665
000660,SK하이닉스,2021,1Q,2021-05-15,8494188000000.0,1324421000000.0,992640000000.0,75118008000000.0,22739419000000.0,52378589000000.0,43.41357687203067,15.592084846721074,11.686108195391954,1.8951255063400045,728002365.0,1363.5120539752643,71948.37753033948
000660,SK하이닉스,2021,2Q,2021-08-15,10321671000000.0,2694574000000.0,1988424000000.0,77717897000000.0,22839883000000.0,54878014000000.0,41.61936873298659,26.1059861334468,19.264555128718982,3.6233526964004197,728002365.0,2731.342775239473,75381.64247584553
000660,SK하이닉스,2021,3Q,2021-11-15,11805324000000.0,4171821000000.0,3315252000000.0,83269048000000.0,24554602000000.0,58714446000000.0,41.82037585775739,35.3384710152809,28.082685405330682,5.646399184282519,728002365.0,4553.902788488881,80651.44953203552
000660,SK하이닉스,2021,4Q,2022-04-01,42997792000000.0,12410340000000.0,9616188000000.0,96386474000000.0,34195416000000.0,62191058000000.0,54.98445773345744,28.862737881982405,22.364376291694235,15.462332221458588,728002365.0,13209.006539422437,85426.99995212241
