날짜,종목코드,종목명,종가,거래량,시가총액,PER,PBR,상장폐지일,사유
2019-09-18,009275,신원우,56700,5210,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-09-19,009275,신원우,56600,1812,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-09-20,009275,신원우,57500,1749,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-09-23,009275,신원우,58600,3640,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-09-24,009275,신원우,57600,1612,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-09-25,009275,신원우,55700,2904,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-09-26,009275,신원우,55200,2221,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-09-27,009275,신원우,55300,1108,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-09-30,009275,신원우,55200,1064,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-10-01,009275,신원우,54300,617,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-10-02,009275,신원우,55700,4975,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-10-04,009275,신원우,54000,2314,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-10-07,009275,신원우,51700,3341,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-10-08,009275,신원우,51600,1231,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-10-10,009275,신원우,51600,542,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-10-11,009275,신원우,51300,464,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-10-14,009275,신원우,51900,1830,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-10-15,009275,신원우,51800,509,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-10-16,009275,신원우,51500,354,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-10-17,009275,신원우,51000,618,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-10-18,009275,신원우,51300,283,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-10-21,009275,신원우,50600,368,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-10-22,009275,신원우,51000,444,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-10-23,009275,신원우,50800,1124,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-10-24,009275,신원우,51400,927,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-10-25,009275,신원우,51100,258,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-10-28,009275,신원우,50800,320,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-10-29,009275,신원우,50600,413,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-10-30,009275,신원우,51200,632,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-10-31,009275,신원우,51200,193,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-11-01,009275,신원우,50600,371,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-11-04,009275,신원우,50500,331,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-11-05,009275,신원우,50800,111,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-11-06,009275,신원우,51500,717,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-11-07,009275,신원우,51400,69,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-11-08,009275,신원우,51100,95,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-11-11,009275,신원우,50900,236,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-11-12,009275,신원우,50800,389,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-11-13,009275,신원우,50800,165,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-11-14,009275,신원우,51000,301,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-11-15,009275,신원우,50600,406,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-11-18,009275,신원우,51000,922,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-11-19,009275,신원우,50100,543,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-11-20,009275,신원우,49400,587,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-11-21,009275,신원우,49350,623,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-11-22,009275,신원우,48850,1167,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-11-25,009275,신원우,49300,371,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-11-26,009275,신원우,49250,336,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-11-27,009275,신원우,49450,132,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-11-28,009275,신원우,49150,61,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-11-29,009275,신원우,49000,233,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-12-02,009275,신원우,48050,224,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-12-03,009275,신원우,48250,378,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-12-04,009275,신원우,48450,543,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-12-05,009275,신원우,48400,151,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-12-06,009275,신원우,48600,376,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-12-09,009275,신원우,47950,267,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-12-10,009275,신원우,47200,691,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-12-11,009275,신원우,47300,371,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-12-12,009275,신원우,47800,384,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-12-13,009275,신원우,47700,860,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-12-16,009275,신원우,47400,594,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-12-17,009275,신원우,47200,794,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-12-18,009275,신원우,47800,309,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-12-19,009275,신원우,47050,265,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-12-20,009275,신원우,47950,207,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-12-23,009275,신원우,46250,325,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-12-24,009275,신원우,46300,488,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-12-26,009275,신원우,47650,57,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-12-27,009275,신원우,47400,55,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2019-12-30,009275,신원우,47500,70,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-01-02,009275,신원우,46000,1877,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-01-03,009275,신원우,45700,1366,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-01-06,009275,신원우,43450,2187,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-01-07,009275,신원우,44300,757,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-01-08,009275,신원우,41900,1512,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-01-09,009275,신원우,43400,5257,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-01-10,009275,신원우,43450,1272,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-01-13,009275,신원우,44500,1462,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-01-14,009275,신원우,44100,517,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-01-15,009275,신원우,45700,1158,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-01-16,009275,신원우,44800,90,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-01-17,009275,신원우,45250,81,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-01-20,009275,신원우,44200,101,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-01-21,009275,신원우,44900,200,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-01-22,009275,신원우,45000,156,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-01-23,009275,신원우,45250,12,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-01-28,009275,신원우,42000,982,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-01-29,009275,신원우,41700,730,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-01-30,009275,신원우,41900,60,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-01-31,009275,신원우,41700,146,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-02-03,009275,신원우,42000,533,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-02-04,009275,신원우,41900,794,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-02-05,009275,신원우,42300,2309,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-02-06,009275,신원우,42650,219,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-02-07,009275,신원우,43200,801,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-02-10,009275,신원우,42500,348,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-02-11,009275,신원우,42450,18,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-02-12,009275,신원우,42450,17,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-02-13,009275,신원우,42150,41,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-02-14,009275,신원우,42300,42,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-02-17,009275,신원우,42700,18,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-02-18,009275,신원우,41350,226,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-02-19,009275,신원우,41400,146,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-02-20,009275,신원우,41350,634,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-02-21,009275,신원우,41450,1082,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-02-24,009275,신원우,41100,1302,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-02-25,009275,신원우,40600,1340,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-02-26,009275,신원우,39950,1876,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-02-27,009275,신원우,39950,2121,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-02-28,009275,신원우,39400,593,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-03-02,009275,신원우,39100,744,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-03-03,009275,신원우,39200,820,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-03-04,009275,신원우,39200,401,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-03-05,009275,신원우,39000,383,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-03-06,009275,신원우,39950,184,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-03-09,009275,신원우,37950,969,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-03-10,009275,신원우,37900,217,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-03-11,009275,신원우,37800,958,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-03-12,009275,신원우,37700,995,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-03-13,009275,신원우,34750,604,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-03-16,009275,신원우,34850,1694,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-03-17,009275,신원우,34350,328,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-03-18,009275,신원우,34250,17986,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-03-19,009275,신원우,27000,1415,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-03-20,009275,신원우,27100,2343,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-03-23,009275,신원우,25650,4834,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-03-24,009275,신원우,26800,3771,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-03-25,009275,신원우,28150,2634,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-03-26,009275,신원우,30400,1182,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-03-27,009275,신원우,30000,1050,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-03-30,009275,신원우,30250,725,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-03-31,009275,신원우,33750,6060,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-04-01,009275,신원우,33000,1462,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-04-02,009275,신원우,33400,1206,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-04-03,009275,신원우,33000,1014,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-04-06,009275,신원우,33100,683,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-04-07,009275,신원우,33050,1362,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-04-08,009275,신원우,33000,201,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-04-09,009275,신원우,33150,190,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-04-10,009275,신원우,33100,257,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-04-13,009275,신원우,33050,213,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-04-14,009275,신원우,33300,6252,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-04-16,009275,신원우,36300,6821,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-04-17,009275,신원우,35950,1924,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-04-20,009275,신원우,39950,63627,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-04-21,009275,신원우,38000,15099,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-04-22,009275,신원우,37200,3781,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-04-23,009275,신원우,37950,1540,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-04-24,009275,신원우,38300,27393,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-04-27,009275,신원우,37550,6099,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-04-28,009275,신원우,38050,4141,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-04-29,009275,신원우,38800,900,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-05-04,009275,신원우,38800,1493,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-05-06,009275,신원우,39600,2023,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-05-07,009275,신원우,39850,1467,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-05-08,009275,신원우,40400,3137,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-05-11,009275,신원우,38650,2433,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-05-12,009275,신원우,38650,2385,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-05-13,009275,신원우,38350,306,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-05-14,009275,신원우,38050,579,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-05-15,009275,신원우,37650,372,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-05-18,009275,신원우,38200,437,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-05-19,009275,신원우,37950,443,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-05-20,009275,신원우,38850,1537,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-05-21,009275,신원우,38650,833,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-05-22,009275,신원우,37800,744,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-05-25,009275,신원우,36800,824,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-05-26,009275,신원우,39350,27276,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-05-27,009275,신원우,39500,4450,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-05-28,009275,신원우,38200,2407,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-05-29,009275,신원우,38000,431,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-06-01,009275,신원우,37800,556,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-06-02,009275,신원우,38400,255,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-06-03,009275,신원우,37750,1011,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-06-04,009275,신원우,38850,1104,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-06-05,009275,신원우,38850,738,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-06-08,009275,신원우,39200,1199,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-06-09,009275,신원우,40000,6388,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-06-10,009275,신원우,41550,2220,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-06-11,009275,신원우,45850,40039,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-06-12,009275,신원우,46700,15641,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-06-15,009275,신원우,40300,5735,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-06-16,009275,신원우,41900,3954,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-06-17,009275,신원우,41800,7675,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-06-18,009275,신원우,46000,9356,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-06-19,009275,신원우,42500,19654,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-06-22,009275,신원우,43300,4225,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-06-23,009275,신원우,41700,2694,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-06-24,009275,신원우,54200,14364,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-06-25,009275,신원우,70400,10679,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-06-26,009275,신원우,49300,41568,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-06-29,009275,신원우,64000,96870,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-06-30,009275,신원우,61400,269593,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-07-01,009275,신원우,61000,75915,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-07-02,009275,신원우,59500,29071,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-07-03,009275,신원우,57500,32106,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-07-06,009275,신원우,59000,24687,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-07-07,009275,신원우,56200,15581,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-07-08,009275,신원우,69100,194771,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-07-09,009275,신원우,61100,31619,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-07-10,009275,신원우,56100,13895,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-07-13,009275,신원우,54000,8497,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-07-14,009275,신원우,52300,4565,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-07-15,009275,신원우,53900,4049,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-07-16,009275,신원우,52600,2767,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-07-17,009275,신원우,53800,2127,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-07-20,009275,신원우,53200,2481,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-07-21,009275,신원우,53000,1865,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-07-22,009275,신원우,52900,1386,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-07-23,009275,신원우,52200,5876,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-07-24,009275,신원우,54100,16225,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-07-27,009275,신원우,55200,10205,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-07-28,009275,신원우,54000,5627,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-07-29,009275,신원우,54000,2919,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-07-30,009275,신원우,53300,5743,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-07-31,009275,신원우,55100,4706,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-08-03,009275,신원우,54200,5009,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-08-04,009275,신원우,54600,3336,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-08-05,009275,신원우,54600,1658,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-08-06,009275,신원우,55000,5984,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-08-07,009275,신원우,54400,4628,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-08-10,009275,신원우,54200,2986,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-08-11,009275,신원우,53400,2526,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-08-12,009275,신원우,51400,2884,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-08-13,009275,신원우,53200,2550,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-08-14,009275,신원우,51300,2201,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-08-18,009275,신원우,45700,4553,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-08-19,009275,신원우,46750,2695,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-08-20,009275,신원우,43600,4753,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-08-21,009275,신원우,44700,3191,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-08-24,009275,신원우,44200,1737,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-08-25,009275,신원우,45300,1970,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-08-26,009275,신원우,44400,1429,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-08-27,009275,신원우,43950,1420,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-08-28,009275,신원우,44100,541,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-08-31,009275,신원우,44850,2037,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-09-01,009275,신원우,44300,800,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-09-02,009275,신원우,44600,688,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-09-03,009275,신원우,44450,997,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-09-04,009275,신원우,43250,1286,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-09-07,009275,신원우,43900,1365,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-09-08,009275,신원우,44100,2121,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-09-09,009275,신원우,43600,2208,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-09-10,009275,신원우,44050,1169,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-09-11,009275,신원우,57200,114579,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-09-14,009275,신원우,74300,331808,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-09-15,009275,신원우,66000,50154,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-09-16,009275,신원우,63900,33204,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-09-17,009275,신원우,59000,22434,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-09-18,009275,신원우,55000,17304,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-09-21,009275,신원우,51000,8296,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-09-22,009275,신원우,48050,7372,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-09-23,009275,신원우,47350,4806,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-09-24,009275,신원우,46000,5745,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-09-25,009275,신원우,50100,8079,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-09-28,009275,신원우,48000,4952,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-09-29,009275,신원우,48500,2722,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-10-05,009275,신원우,46500,3789,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-10-06,009275,신원우,45500,3001,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-10-07,009275,신원우,45150,1751,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-10-08,009275,신원우,46300,1244,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-10-12,009275,신원우,47350,2783,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-10-13,009275,신원우,47350,1298,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-10-14,009275,신원우,48250,2158,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-10-15,009275,신원우,49600,6700,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-10-16,009275,신원우,48000,4028,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-10-19,009275,신원우,46750,1787,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-10-20,009275,신원우,44850,2326,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-10-21,009275,신원우,45550,2021,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-10-22,009275,신원우,45600,1377,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-10-23,009275,신원우,45550,756,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-10-26,009275,신원우,45800,1855,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-10-27,009275,신원우,45300,889,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-10-28,009275,신원우,44700,636,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
2020-10-29,009275,신원우,44550,1354,,,,2022-07-15,종류주식 상장주식수 미달 2반기 계속
